estado;cidade;marca;modelo;cambio;ano;km;preco;link;faixa_preco;preco_norm;km_norm
GO;Jataí;Chevrolet;Onix Onix 1.0 LT SPE/4 manual;ERRO;2017/2018;111400.0;;https://www.icarros.com.br/comprar/jatai-go/chevrolet/onix/2018/d52703804?pos=801&hfv=true&financiamento=true;;;0.1113903366840402
PI;Teresina;NISSAN;Kicks Kicks 1.6 Advance CVT automático;ERRO;2024/2024;11000.0;;https://www.icarros.com.br/comprar/teresina-pi/nissan/kicks/2024/d52724953?pos=798&hfv=true;;;0.010989131869582435
CE;Fortaleza;Toyota;Hilux Cabine Dupla Hilux 2.8 TDI SRV CD 4x4 (Aut) automático;ERRO;2018/2018;130000.0;;https://www.icarros.com.br/comprar/fortaleza-ce/toyota/hilux-cabine-dupla/2018/d52438114?pos=799&hfv=true;;;0.12999055988671865
RJ;Rio de Janeiro;Chevrolet;Montana Montana LS 1.4 (Flex) manual;ERRO;2016/2017;120523.0;;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/chevrolet/montana/2017/d53205264?pos=800&hfv=true&financiamento=true;;;0.12051344616135394
SP;Santa Bárbara D'Oeste;Chevrolet;Tracker Tracker LTZ 1.8 16v Ecotec (Flex) (Aut) automático;ERRO;2014/2014;107000.0;;https://www.icarros.com.br/comprar/santa-barbara-d-oeste-sp/chevrolet/tracker/2014/d53425964?pos=803&hfv=true;;;0.1069902838834066
PA;Castanhal;Hyundai;HB20 HB20 1.0 T-GDI Sport (Aut) automático;ERRO;2020/2021;78000.0;;https://www.icarros.com.br/comprar/castanhal-pa/hyundai/hb20/2021/d52879221?pos=804&hfv=true;;;0.07798993587923055
GO;Goiânia;Hyundai;Creta Creta 2.0 Prestige (Aut) automático;ERRO;2017/2018;117800.0;;https://www.icarros.com.br/comprar/goiania-go/hyundai/creta/2018/d53016838?pos=805&hfv=true;;;0.11779041348496182
SP;São Paulo;Fiat;Fastback Fastback 1.0 Turbo 200 Audace (Aut) automático;ERRO;2023/2024;35123.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/fiat/fastback/2024/d53369967?pos=807&hfv=true&financiamento=true;;;0.03511242134905619
SP;Barueri;Chevrolet;Equinox Equinox 2.0 LT automático;ERRO;2019/2019;88319.0;;https://www.icarros.com.br/comprar/barueri-sp/chevrolet/equinox/2019/d53263426?pos=806&hfv=true&financiamento=true;;;0.08830905970871651
SP;Pirassununga;Chevrolet;Prisma Prisma 1.4 LTZ SPE/4 (Aut) automático;Não informado;2016/2017;117000.0;66000.0;https://www.icarros.com.br/comprar/pirassununga-sp/chevrolet/prisma/2017/d52699520?pos=802&hfv=false;Popular;0.0910875644011949;0.11699040388484662
PR;São José dos Pinhais;Citroën;C3 C3 Tendance 1.6 VTI 120 (Flex) (Aut) automático;Não informado;2014/2015;123277.0;43900.0;https://www.icarros.com.br/comprar/sao-jose-dos-pinhais-pr/citroen/c3/2015/d53519513?pos=811&hfv=true&financiamento=true;Popular;0.052000261761121755;0.12326747920975052
MT;Sinop;Toyota;Hilux Cabine Dupla Hilux 2.8 TDI CD SRX 4x4 (Aut) automático;Não informado;2021/2021;103696.0;235000.0;https://www.icarros.com.br/comprar/sinop-mt/toyota/hilux-cabine-dupla/2021/d53481532?pos=809&hfv=true&financiamento=true;Premium;0.38999046694293077;0.10368624423493082
PR;Curitiba;Hyundai;HB20 HB20 1.6 Comfort manual;Não informado;2013/2013;165000.0;36900.0;https://www.icarros.com.br/comprar/curitiba-pr/hyundai/hb20/2013/d53532756?pos=810&hfv=true&financiamento=true;Popular;0.03961966816471849;0.1649909798917587
SP;Pilar do Sul;Volkswagen;Amarok Amarok 2.0 CD 4x4 TDi Highline Ultimate (Aut) automático;Não informado;2016/2016;180000.0;116900.0;https://www.icarros.com.br/comprar/pilar-do-sul-sp/volkswagen/amarok/2016/d53527033?pos=808&hfv=true;Intermediário;0.18111216640932717;0.17999115989391873
GO;Goiânia;Toyota;Corolla Corolla 2.0 GLi automático;Não informado;2019/2020;36000.0;115900.0;https://www.icarros.com.br/comprar/goiania-go/toyota/corolla/2020/d53016997?pos=815&hfv=true;Intermediário;0.17934351018126957;0.03598943187318248
SP;Praia Grande;Jeep;Renegade Renegade 1.8 Longitude (Aut) automático;Não informado;2021/2021;36516.0;86990.0;https://www.icarros.com.br/comprar/praia-grande-sp/jeep/renegade/2021/d53487828?pos=814&hfv=false&financiamento=true;Intermediário;0.12821165862812411;0.03650543806525678
SP;Pirassununga;Chevrolet;Onix Onix 1.4 Eco Activ SPE/4 (Aut) automático;Não informado;2019/2019;116402.0;73000.0;https://www.icarros.com.br/comprar/pirassununga-sp/chevrolet/onix/2019/d52915122?pos=812&hfv=false;Intermediário;0.10346815799759816;0.1163923967087605
RJ;São João de Meriti;Hyundai;Tucson Tucson GLS 2.0L 16v Top (Flex) (Aut) automático;ERRO;2016/2017;70000.0;;https://www.icarros.com.br/comprar/sao-joao-de-meriti-rj/hyundai/tucson/2017/d53245258?pos=816&hfv=true&financiamento=true;;;0.06998983987807854
PR;Goioerê;Ford;Fiesta Sedan Fiesta Sedan SE 1.6 Rocam (Flex) manual;ERRO;2013/2014;201000.0;;https://www.icarros.com.br/comprar/goioere-pr/ford/fiesta-sedan/2014/d52900112?pos=819&hfv=true;;;0.20099141189694275
SP;Santos;Hyundai;Creta Creta 1.6 Attitude (Aut) automático;ERRO;2021/2021;43000.0;;https://www.icarros.com.br/comprar/santos-sp/hyundai/creta/2021/d53157790?pos=818&hfv=true&financiamento=true;;;0.04298951587419049
SP;Suzano;Chevrolet;Onix Onix 1.0 Turbo LT manual;Não informado;2024/2025;41156.0;77290.0;https://www.icarros.com.br/comprar/suzano-sp/chevrolet/onix/2025/d53489152?pos=813&hfv=false&financiamento=true;Intermediário;0.11105569321596531;0.04114549374592495
RJ;Duque de Caxias;Ford;Ka Ka 1.5 Titanium (Flex) (Aut) automático;ERRO;2018/2019;68000.0;;https://www.icarros.com.br/comprar/duque-de-caxias-rj/ford/ka/2019/d53029103?pos=821&hfv=true&financiamento=true;;;0.06798981587779053
SP;Barueri;Mercedes-Benz;Classe C Sedã C 180 CGI Classic Blue Efficiency automático;ERRO;2010/2011;157819.0;;https://www.icarros.com.br/comprar/barueri-sp/mercedes-benz/classe-c-seda/2011/d51682913?pos=823&hfv=true&financiamento=true;;;0.15780989371872461
DF;Brasília;Honda;Fit Fit 1.5 16v DX (Flex) automático;Não informado;2014/2015;175000.0;61900.0;https://www.icarros.com.br/comprar/brasilia-df/honda/fit/2015/d53060612?pos=817&hfv=true;Popular;0.08383607386615871;0.17499109989319872
SP;Sorocaba;NISSAN;Sentra Sentra 2.0 Advance automático;ERRO;2023/2023;47657.0;;https://www.icarros.com.br/comprar/sorocaba-sp/nissan/sentra/2023/d53482798?pos=822&hfv=true&financiamento=true;;;0.047646571758861105
SP;Bauru;Chevrolet;Cruze Cruze LT 1.8 16V Ecotec (Aut)(Flex) automático;ERRO;2015/2016;119000.0;;https://www.icarros.com.br/comprar/bauru-sp/chevrolet/cruze/2016/d53469769?pos=820&hfv=true;;;0.11899042788513463
SP;Sorocaba;Volkswagen;Polo Track Polo 1.0 Track (!)1.0 manual;Não informado;2024/2024;46064.0;69490.0;https://www.icarros.com.br/comprar/sorocaba-sp/volkswagen/polo-track/2024/d53493809?pos=824&hfv=false&financiamento=true;Popular;0.09726017463711596;0.04605355264263171
SP;Americana;Jeep;Commander Commander 1.3 T270 Limited automático;ERRO;2023/2024;56203.0;;https://www.icarros.com.br/comprar/americana-sp/jeep/commander/2024/d53509058?pos=827&hfv=false&financiamento=true;;;0.056192674312091746
SP;Suzano;Volkswagen;Polo Track Polo 1.0 Track manual;ERRO;2024/2025;200.0;;https://www.icarros.com.br/comprar/suzano-sp/volkswagen/polo-track/2025/d53489260?pos=829&hfv=false&financiamento=true;;;0.00018900226802721632
SP;Jandira;Renault;Sandero Sandero Expression 1.0 16V (Flex) manual;ERRO;2016/2017;149000.0;;https://www.icarros.com.br/comprar/jandira-sp/renault/sandero/2017/d53485879?pos=828&hfv=true&financiamento=true;;;0.14899078788945466
SP;Ribeirão Preto;Mitsubishi;L200 Triton L200 Triton Sport 2.4 D HPE-S 4WD (Aut) automático;ERRO;2022/2023;57439.0;;https://www.icarros.com.br/comprar/ribeirao-preto-sp/mitsubishi/l200-triton/2023/d53361234?pos=831&hfv=true&financiamento=true;;;0.05742868914426973
RJ;Rio de Janeiro;Mitsubishi;Outlander Outlander 2.0 16V CVT automático;ERRO;2015/2016;98000.0;;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/mitsubishi/outlander/2016/d53597764?pos=832&hfv=true&financiamento=true;;;0.09799017588211059
RS;Passo Fundo;Jeep;Commander Commander 2.0 TD380 Overland 4WD automático;ERRO;2021/2022;39239.0;;https://www.icarros.com.br/comprar/passo-fundo-rs/jeep/commander/2022/d52002861?pos=830&hfv=true;;;0.039228470741648896
SP;São Paulo;Chevrolet;Onix Onix 1.0 LT manual;Não informado;2023/2024;40608.0;72990.0;https://www.icarros.com.br/comprar/sao-paulo-sp/chevrolet/onix/2024/d52555303?pos=826&hfv=true&financiamento=true;Intermediário;0.10345047143531759;0.04059748716984604
SP;Ribeirão Preto;Mitsubishi;Eclipse Cross Eclipse Cross 1.5 Turbo HPE (Aut) automático;Não informado;2023/2024;12798.0;159990.0;https://www.icarros.com.br/comprar/ribeirao-preto-sp/mitsubishi/eclipse-cross/2024/d53471452?pos=825&hfv=true&financiamento=true;Premium;0.25732356327632955;0.01278715344584135
CE;Fortaleza;Jeep;Compass Compass 2.0 Longitude (Aut) (Flex) automático;ERRO;2017/2018;2018.0;;https://www.icarros.com.br/comprar/fortaleza-ce/jeep/compass/2018/d52831009?pos=835&hfv=true;;;0.0020070240842890116
SP;Lins;Chevrolet;Meriva Meriva Maxx 1.4 (Flex) manual;ERRO;2010/2011;159000.0;;https://www.icarros.com.br/comprar/lins-sp/chevrolet/meriva/2011/d53478030?pos=834&hfv=true&financiamento=true;;;0.15899090789089468
SP;Piracicaba;Chevrolet;Tracker Tracker 1.0 Turbo LT (Aut) automático;ERRO;2020/2021;68000.0;;https://www.icarros.com.br/comprar/piracicaba-sp/chevrolet/tracker/2021/d53157618?pos=836&hfv=true&financiamento=true;;;0.06798981587779053
RJ;Rio de Janeiro;Mitsubishi;ASX ASX 2.0 16V CVT automático;ERRO;2017/2018;78976.0;;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/mitsubishi/asx/2018/d53270244?pos=833&hfv=true&financiamento=true;;;0.0789659475913711
SP;Sorocaba;Toyota;Hilux Cabine Dupla Hilux 2.8 TDI CD SRX 4x4 (Aut) automático;ERRO;2020/2020;113050.0;;https://www.icarros.com.br/comprar/sorocaba-sp/toyota/hilux-cabine-dupla/2020/d53421225?pos=839&hfv=true&financiamento=true;;;0.1130403564842778
SP;São Paulo;Fiat;Toro Toro 1.8 Freedom (Aut) automático;ERRO;2018/2019;72330.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/fiat/toro/2019/d53252920?pos=838&hfv=true&financiamento=true;;;0.07231986783841406
SP;São Paulo;Fiat;Grand Siena Grand Siena 1.4 manual;ERRO;2021/2021;91730.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/fiat/grand-siena/2021/d53501996?pos=837&hfv=true&financiamento=true;;;0.0917201006412077
SP;Hortolândia;Fiat;Toro Toro Freedom 1.8 AT6 4x2 (Flex) automático;ERRO;2019/2020;85100.0;;https://www.icarros.com.br/comprar/hortolandia-sp/fiat/toro/2020/d52611633?pos=841&hfv=true&financiamento=true;;;0.08509002108025296
SP;São Paulo;Volkswagen;Voyage Voyage 1.6 MSI (Flex) (Aut) automático;Não informado;2020/2021;65000.0;63991.0;https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/voyage/2021/d50977862?pos=842&hfv=true&financiamento=true;Popular;0.08753433403902716;0.06498977987735853
SP;Osasco;Renault;Sandero Sandero 1.0 S Edition manual;Não informado;2022/2023;44026.0;61890.0;https://www.icarros.com.br/comprar/osasco-sp/renault/sandero/2023/d53427427?pos=840&hfv=true&financiamento=true;Popular;0.08381838730387814;0.044015528186338235
SP;Sorocaba;Mitsubishi;Pajero TR4 Pajero TR4 2.0 16V 4x2 (Flex) (Aut) automático;Não informado;2013/2014;148332.0;57900.0;https://www.icarros.com.br/comprar/sorocaba-sp/mitsubishi/pajero-tr4/2014/d53261770?pos=844&hfv=true&financiamento=true;Popular;0.07676144895392828;0.14832277987335848
SP;Campinas;Chevrolet;Tracker Tracker 1.0 Turbo (PCD) (Aut) automático;Não informado;2021/2022;85290.0;89990.0;https://www.icarros.com.br/comprar/campinas-sp/chevrolet/tracker/2022/d52846833?pos=843&hfv=true&financiamento=true;Intermediário;0.13351762731229694;0.08528002336028033
BA;Salvador;Ford;Maverick Maverick Lariat FX4 2.0 4WD automático;Não informado;2022/2022;743821.0;159990.0;https://www.icarros.com.br/comprar/salvador-ba/ford/maverick/2022/d51765010?pos=845&hfv=true&financiamento=true;Premium;0.25732356327632955;0.74381892582711
GO;Goiânia;Toyota;Hilux Cabine Dupla Hilux CD 2.8 TDI SRV 4WD (Aut) automático;Não informado;2022/2022;112000.0;209900.0;https://www.icarros.com.br/comprar/goiania-go/toyota/hilux-cabine-dupla/2022/d53111395?pos=846&hfv=true&financiamento=true;Premium;0.3455971956186848;0.11199034388412661
RS;Alvorada;Kia;Sportage Sportage LX 2.0 (Flex) (Aut) P775 manual;Não informado;2016/2017;104693.0;115900.0;https://www.icarros.com.br/comprar/alvorada-rs/kia/sportage/2017/d51968617?pos=847&hfv=true&financiamento=true;Intermediário;0.17934351018126957;0.10468325619907438
SP;São José do Rio Preto;Renault;Sandero Sandero Expression 1.6 8V (flex) manual;Não informado;2012/2013;142000.0;35900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/renault/sandero/2013/d53122950?pos=848&hfv=true&financiamento=true;Popular;0.037851011936660885;0.14199070388844667
SP;São José do Rio Preto;Hyundai;Santa Fe Santa Fe GLS 2.7 V6 4x4 (7 lug) automático;Não informado;2009/2010;111111.0;49900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/hyundai/santa-fe/2010/d52354542?pos=850&hfv=true&financiamento=true;Popular;0.0626121991294674;0.11110133321599859
CE;Fortaleza;Fiat;Argo Argo 1.3 Drive CVT (aut) automático;Não informado;2024/2025;13000.0;96900.0;https://www.icarros.com.br/comprar/fortaleza-ce/fiat/argo/2025/d53484857?pos=851&hfv=true&financiamento=true;Intermediário;0.14573904184817502;0.012989155869870438
SP;Guarulhos;Fiat;Fastback Fastback 1.3 Turbo 270 Limited Edition (Aut) automático;Não informado;2023/2023;28170.0;125900.0;https://www.icarros.com.br/comprar/guarulhos-sp/fiat/fastback/2023/d53069452?pos=849&hfv=true&financiamento=true;Premium;0.19703007246184567;0.028159337912054945
SP;São Paulo;Chevrolet;Cruze Cruze LT 1.8 16V Ecotec (Aut)(Flex) automático;ERRO;2016/2016;105000.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/chevrolet/cruze/2016/d52511084?pos=855&hfv=true&financiamento=true;;;0.1049902598831186
SP;Embu das Artes;Hyundai;HB20 HB20 1.0 Evolution manual;ERRO;2021/2022;50000.0;;https://www.icarros.com.br/comprar/embu-das-artes-sp/hyundai/hb20/2022/d49036494?pos=852&hfv=true&financiamento=true;;;0.0499895998751985
SP;São José do Rio Preto;BMW;Série 3 320i Sport GP Flex automático;ERRO;2024/2024;10000.0;;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/bmw/serie-3/2024/d53354167?pos=853&hfv=true&financiamento=true;;;0.009989119869438434
SP;Sorocaba;NISSAN;Kicks Kicks 1.6 S (Flex) automático;ERRO;2020/2020;36000.0;;https://www.icarros.com.br/comprar/sorocaba-sp/nissan/kicks/2020/d53415174?pos=857&hfv=true&financiamento=true;;;0.03598943187318248
MG;Juiz de Fora;Ford;Ka Ka 1.0 SE manual;ERRO;2019/2020;75898.0;;https://www.icarros.com.br/comprar/juiz-de-fora-mg/ford/ka/2020/d53429706?pos=854&hfv=true&financiamento=true;;;0.07588791065492786
SP;Jundiaí;Fiat;Toro Toro Volcano 2.0 diesel AT9 4x4 automático;ERRO;2019/2020;131299.0;;https://www.icarros.com.br/comprar/jundiai-sp/fiat/toro/2020/d53316951?pos=858&hfv=true&financiamento=true;;;0.1312895754749057
RJ;Duque de Caxias;Chevrolet;Spin Spin 1.8 Econoflex Premier 7S (Aut) automático;ERRO;2022/2023;38000.0;;https://www.icarros.com.br/comprar/duque-de-caxias-rj/chevrolet/spin/2023/d53122337?pos=856&hfv=true&financiamento=true;;;0.03798945587347048
SC;São José;Mitsubishi;Pajero TR4 Pajero TR4 2.0 16V 4x4 (Flex) (Aut) automático;Não informado;2010/2011;220000.0;51900.0;https://www.icarros.com.br/comprar/sao-jose-sc/mitsubishi/pajero-tr4/2011/d53537864?pos=860&hfv=true&financiamento=true;Popular;0.06614951158558262;0.2199916398996788
SP;Sorocaba;Volkswagen;Voyage Voyage 1.6 VHT Highline I-Motion (Aut) (Flex) manual;Não informado;2014/2015;175000.0;44900.0;https://www.icarros.com.br/comprar/sorocaba-sp/volkswagen/voyage/2015/d53514734?pos=859&hfv=true&financiamento=true;Popular;0.05376891798917936;0.17499109989319872
PA;Santarém;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2022/2023;25992.0;57990.0;https://www.icarros.com.br/comprar/santarem-pa/fiat/mobi/2023/d53268307?pos=861&hfv=false&financiamento=true;Popular;0.07692062801445346;0.025981311775741308
SP;Sorocaba;Chevrolet;Cruze Cruze LT 1.4 Ecotec (Flex) (Aut) automático;Não informado;2019/2020;85292.0;93900.0;https://www.icarros.com.br/comprar/sorocaba-sp/chevrolet/cruze/2020/d53131520?pos=862&hfv=true&financiamento=true;Intermediário;0.1404330731640022;0.0852820233842806
SP;Sorocaba;Chevrolet;Cruze Cruze LT 1.4 Ecotec (Aut) automático;Não informado;2021/2022;125500.0;99900.0;https://www.icarros.com.br/comprar/sorocaba-sp/chevrolet/cruze/2022/d52871746?pos=863&hfv=true&financiamento=true;Intermediário;0.15104501053234784;0.12549050588607064
CE;Fortaleza;NISSAN;Kicks Kicks 1.6 S (Flex) automático;Não informado;2018/2018;83723.0;79900.0;https://www.icarros.com.br/comprar/fortaleza-ce/nissan/kicks/2018/d53070389?pos=864&hfv=true&financiamento=true;Intermediário;0.11567188597119567;0.08371300455605467
SP;Sorocaba;NISSAN;FRONTIER Frontier 2.3 CD Platinum 4wd (Aut) automático;Não informado;2022/2023;105000.0;208890.0;https://www.icarros.com.br/comprar/sorocaba-sp/nissan/frontier/2023/d53556132?pos=866&hfv=true&financiamento=true;Premium;0.3438108528283466;0.1049902598831186
RJ;Rio das Ostras;Chevrolet;Tracker Tracker 1.2 Turbo Premier (Aut) automático;Não informado;2022/2023;43000.0;97999.0;https://www.icarros.com.br/comprar/rio-das-ostras-rj/chevrolet/tracker/2023/d53361329?pos=865&hfv=true&financiamento=true;Intermediário;0.14768279504281032;0.04298951587419049
SP;Guarujá;Chevrolet;Cruze Cruze LT 1.8 16V Ecotec (Aut)(Flex) automático;ERRO;2012/2012;97800.0;;https://www.icarros.com.br/comprar/guaruja-sp/chevrolet/cruze/2012/d53420218?pos=867&hfv=true&financiamento=true;;;0.09779017348208179
PR;Maringá;Kia;Sportage Sportage LX 2.0 (Flex) (Aut) P574 automático;ERRO;2014/2015;119000.0;;https://www.icarros.com.br/comprar/maringa-pr/kia/sportage/2015/d53421354?pos=868&hfv=true&financiamento=true;;;0.11899042788513463
GO;Goiânia;Fiat;Toro Toro 2.0 TDI Volcano 4WD (Aut) automático;ERRO;2023/2023;68757.0;;https://www.icarros.com.br/comprar/goiania-go/fiat/toro/2023/d53498598?pos=871&hfv=false&financiamento=true;;;0.06874682496189954
PR;Curitiba;NISSAN;FRONTIER Frontier 2.3 CD S 4x4 manual;ERRO;2020/2020;80524.0;;https://www.icarros.com.br/comprar/curitiba-pr/nissan/frontier/2020/d53432313?pos=869&hfv=true&financiamento=true;;;0.08051396616759401
PR;Cascavel;Honda;CR-V CR-V EXL 2.0 16V (aut) automático;ERRO;2009/2009;300.0;;https://www.icarros.com.br/comprar/cascavel-pr/honda/cr-v/2009/d53469142?pos=873&hfv=true;;;0.0002890034680416165
SP;Guarulhos;Toyota;Etios Hatch Etios X 1.3 (Flex) manual;ERRO;2016/2017;172000.0;;https://www.icarros.com.br/comprar/guarulhos-sp/toyota/etios-hatch/2017/d53073989?pos=872&hfv=true&financiamento=true;;;0.17199106389276672
SP;São José dos Campos;Peugeot;2008 2008 Allure 1.6 16V (Aut) (Flex) automático;ERRO;2018/2019;106529.0;;https://www.icarros.com.br/comprar/sao-jose-dos-campos-sp/peugeot/2008/2019/d53556071?pos=874&hfv=true&financiamento=true;;;0.10651927823133878
RJ;Rio de Janeiro;Hyundai;HB20 HB20 1.0 Comfort Plus manual;ERRO;2024/2025;42804.0;;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/hyundai/hb20/2025/d53312882?pos=876&hfv=false;;;0.04279351352216226
SP;Leme;Honda;Fit Fit 1.5 16v LX (Flex) manual;ERRO;2014/2015;167700.0;;https://www.icarros.com.br/comprar/leme-sp/honda/fit/2015/d53497863?pos=875&hfv=true&financiamento=true;;;0.1676910122921475
PR;Curitiba;Honda;Civic Civic 2.0 EX CVT automático;Não informado;2021/2021;67000.0;125900.0;https://www.icarros.com.br/comprar/curitiba-pr/honda/civic/2021/d53112896?pos=870&hfv=true&financiamento=true;Premium;0.19703007246184567;0.06698980387764653
SP;São Paulo;Honda;HR-V HR-V 1.5 Turbo Touring CVT automático;Não informado;2021/2021;65185.0;143890.0;https://www.icarros.com.br/comprar/sao-paulo-sp/honda/hr-v/2021/d51813953?pos=877&hfv=true&financiamento=true;Premium;0.22884819800460204;0.06517478209738517
SP;Santos;Fiat;Palio Weekend Palio Weekend Attractive 1.4 8V (Flex) manual;Não informado;2012/2013;133150.0;39900.0;https://www.icarros.com.br/comprar/santos-sp/fiat/palio-weekend/2013/d53535995?pos=878&hfv=true&financiamento=true;Popular;0.044925636848891316;0.13314059768717224
SP;Osasco;Volkswagen;Voyage Voyage 1.6 VHT City (Flex) manual;Não informado;2013/2014;108000.0;41690.0;https://www.icarros.com.br/comprar/osasco-sp/volkswagen/voyage/2014/d53538165?pos=879&hfv=true;Popular;0.04809153149711444;0.10799029588355061
SC;São José;CAOA;Chery Tiggo 2 Tiggo2 1.5 Look manual;ERRO;2020/2020;88000.0;;https://www.icarros.com.br/comprar/sao-jose-sc/caoa-chery/tiggo-2/2020/d53588621?pos=880&hfv=true&financiamento=true;;;0.08799005588067056
SP;Ribeirão Preto;Toyota;Corolla Corolla Sedan 2.0 Dual VVT-i Flex XEi Multi-Drive S automático;ERRO;2014/2015;149200.0;;https://www.icarros.com.br/comprar/ribeirao-preto-sp/toyota/corolla/2015/d53082267?pos=881&hfv=true&financiamento=true;;;0.14919079028948348
SP;São Paulo;BMW;Série 3 328i M Sport ActiveFlex automático;ERRO;2016/2017;101096.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/bmw/serie-3/2017/d53507413?pos=884&hfv=true&financiamento=true;;;0.10108621303455642
SP;São Paulo;Effa;V22 V22 1.3 16V Picape Dupla manual;ERRO;2024/2024;1600.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/effa/v22/2024/d53564898?pos=882&hfv=true&financiamento=true;;;0.0015890190682288188
SP;Lorena;Mercedes-Benz;Classe C Sedã C 180 Avantgarde FlexFuel automático;ERRO;2017/2017;86400.0;;https://www.icarros.com.br/comprar/lorena-sp/mercedes-benz/classe-c-seda/2017/d53511056?pos=886&hfv=true&financiamento=true;;;0.08639003668044017
SP;São Paulo;Toyota;RAV4 RAV4 2.5 CVT 4x4 automático;ERRO;2014/2015;109000.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/toyota/rav4/2015/d53157803?pos=883&hfv=true&financiamento=true;;;0.1089903078836946
SP;Santo André;Honda;HR-V HR-V 1.5 Turbo Touring CVT automático;ERRO;2019/2020;93000.0;;https://www.icarros.com.br/comprar/santo-andre-sp/honda/hr-v/2020/d52480798?pos=885&hfv=true&financiamento=true;;;0.09299011588139057
RJ;Petrópolis;Volkswagen;Up! Up! 1.0 TSI Cross up! manual;ERRO;2018/2019;68000.0;;https://www.icarros.com.br/comprar/petropolis-rj/volkswagen/up-/2019/d53253632?pos=890&hfv=true;;;0.06798981587779053
MG;São Lourenço;Citroën;C3 C3 Attraction 1.2 12V (Flex) manual;ERRO;2017/2017;76000.0;;https://www.icarros.com.br/comprar/sao-lourenco-mg/citroen/c3/2017/d53354877?pos=889&hfv=true&financiamento=true;;;0.07598991187894255
PR;Curitiba;BMW;Série 3 320i Sport GP automático;ERRO;2021/2021;29000.0;;https://www.icarros.com.br/comprar/curitiba-pr/bmw/serie-3/2021/d52510124?pos=888&hfv=true&financiamento=true;;;0.028989347872174467
SC;Içara;Volkswagen;Tiguan Tiguan Allspace R-Line 2.0 350 TSI 4WD DSG automático;ERRO;2018/2018;103286.0;;https://www.icarros.com.br/comprar/icara-sc/volkswagen/tiguan/2018/d53345606?pos=887&hfv=true&financiamento=true;;;0.10327623931487177
MG;Uberlândia;Honda;City City 1.5 EXL CVT manual;ERRO;2022/2023;31000.0;;https://www.icarros.com.br/comprar/uberlandia-mg/honda/city/2023/d53506417?pos=894&hfv=true;;;0.03098937187246247
SP;São Paulo;Citroën;C3 C3 1.0 Live manual;ERRO;2023/2024;44458.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/citroen/c3/2024/d53478786?pos=891&hfv=false&financiamento=true;;;0.044447533370400444
SP;Ribeirão Pires;Volkswagen;Tiguan Tiguan Allspace 1.4 250 TSI Comfortline automático;ERRO;2019/2019;129107.0;;https://www.icarros.com.br/comprar/ribeirao-pires-sp/volkswagen/tiguan/2019/d52882516?pos=895&hfv=true&financiamento=true;;;0.12909754917059005
RJ;Nova Iguaçu;Fiat;Toro Toro Freedom 1.8 AT6 4x2 (Flex) automático;ERRO;2018/2018;200.0;;https://www.icarros.com.br/comprar/nova-iguacu-rj/fiat/toro/2018/d53468031?pos=892&hfv=true;;;0.00018900226802721632
PB;João Pessoa;NISSAN;Kicks Kicks 1.0 220T Advance DCT (Aut) automático;ERRO;2025/2026;300.0;;https://www.icarros.com.br/comprar/joao-pessoa-pb/nissan/kicks/2026/d53581102?pos=898&hfv=true&financiamento=true;;;0.0002890034680416165
SP;Avaré;Toyota;Corolla Corolla 1.8 GLi Upper Multi-Drive (Flex) automático;Não informado;2016/2017;86899.0;87990.0;https://www.icarros.com.br/comprar/avare-sp/toyota/corolla/2017/d53461063?pos=893&hfv=true&financiamento=true;Intermediário;0.12998031485618172;0.08688904266851202
SC;São José;Jeep;Compass Compass 2.0 Limited (Aut) automático;Não informado;2020/2021;37842.0;127900.0;https://www.icarros.com.br/comprar/sao-jose-sc/jeep/compass/2021/d53159058?pos=897&hfv=true&financiamento=true;Premium;0.2005673849179609;0.03783145397744773
GO;Águas Lindas de Goiás;Toyota;Corolla Corolla 2.0 XEi CVT automático;Não informado;2022/2022;44000.0;127900.0;https://www.icarros.com.br/comprar/aguas-lindas-de-goias-go/toyota/corolla/2022/d53391525?pos=896&hfv=true;Premium;0.2005673849179609;0.043989527874334494
GO;Goiânia;Toyota;Hilux Cabine Dupla Hilux 2.8 TDI SRV CD 4x4 (Aut) automático;Não informado;2018/2018;175000.0;180000.0;https://www.icarros.com.br/comprar/goiania-go/toyota/hilux-cabine-dupla/2018/d52988692?pos=899&hfv=true&financiamento=true;Premium;0.2927143743997623;0.17499109989319872
