estado;cidade;marca;modelo;cambio;ano;km;preco;link;faixa_preco;preco_norm;km_norm
SP;São Paulo;Jeep;Commander Commander 1.3 T270 Limited automático;ERRO;2023/2024;10478.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/jeep/commander/2024/d53496892?pos=902&hfv=false&financiamento=true;;;0.010467125605507267
CE;Fortaleza;Toyota;Hilux Cabine Dupla Hilux 2.8 TDI CD SRV 4x4 (Aut) automático;ERRO;2018/2019;140000.0;;https://www.icarros.com.br/comprar/fortaleza-ce/toyota/hilux-cabine-dupla/2019/d53089595?pos=903&hfv=true;;;0.13999067988815866
SP;São Paulo;Volkswagen;Amarok Amarok 3.0 V6 CD Comfortline 4Motion (Aut) automático;ERRO;2022/2023;39000.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/amarok/2023/d51864226?pos=901&hfv=false&financiamento=true;;;0.038989467873614486
SP;Indaiatuba;NISSAN;Livina Livina X-Gear SL 1.8 16V (flex) (aut) automático;ERRO;2013/2014;166000.0;;https://www.icarros.com.br/comprar/indaiatuba-sp/nissan/livina/2014/d52773220?pos=904&hfv=true;;;0.1659909918919027
PR;Campo Largo;Volkswagen;Fox Fox 1.6 MSI Run (Flex) manual;ERRO;2016/2017;73303.0;;https://www.icarros.com.br/comprar/campo-largo-pr/volkswagen/fox/2017/d53567861?pos=906&hfv=true&financiamento=true;;;0.07329287951455417
SP;Campinas;Honda;HR-V HR-V 1.5 Turbo Touring CVT automático;Não informado;2024/2025;6466.0;182990.0;https://www.icarros.com.br/comprar/campinas-sp/honda/hr-v/2025/d53519675?pos=900&hfv=true&financiamento=true;Premium;0.29800265652165453;0.0064550774609295316
SC;Brusque;Citroën;C3 C3 1.0 Live Pack manual;ERRO;2023/2024;27363.0;;https://www.icarros.com.br/comprar/brusque-sc/citroen/c3/2024/d53271951?pos=908&hfv=false&financiamento=true;;;0.027352328227938736
SC;Criciúma;Renault;Sandero Sandero 1.6 Zen manual;ERRO;2019/2020;50000.0;;https://www.icarros.com.br/comprar/criciuma-sc/renault/sandero/2020/d53273329?pos=907&hfv=true;;;0.0499895998751985
RJ;Itaboraí;Fiat;Strada Strada Adventure 1.8 16V (Flex) (Cabine Dupla) manual;ERRO;2015/2016;200.0;;https://www.icarros.com.br/comprar/itaborai-rj/fiat/strada/2016/d53453613?pos=909&hfv=true&financiamento=true;;;0.00018900226802721632
PR;Pinhais;Volkswagen;Voyage Voyage 1.0 manual;ERRO;2022/2023;64634.0;;https://www.icarros.com.br/comprar/pinhais-pr/volkswagen/voyage/2023/d53548921?pos=905&hfv=true&financiamento=true;;;0.06462377548530582
PR;Cascavel;Fiat;Fiorino Fiorino 1.4 Endurance manual;ERRO;2021/2021;91905.0;;https://www.icarros.com.br/comprar/cascavel-pr/fiat/fiorino/2021/d53507549?pos=912&hfv=false&financiamento=true;;;0.0918951027412329
PA;Marabá;Fiat;Argo Argo 1.0 Drive manual;ERRO;2023/2023;32191.0;;https://www.icarros.com.br/comprar/maraba-pa/fiat/argo/2023/d53442218?pos=911&hfv=false&financiamento=true;;;0.03218038616463398
SP;Bauru;Hyundai;ix35 ix35 2.0L 16v (Flex) (Aut) automático;ERRO;2014/2015;149000.0;;https://www.icarros.com.br/comprar/bauru-sp/hyundai/ix35/2015/d53216270?pos=914&hfv=true;;;0.14899078788945466
SP;Sorocaba;Fiat;Strada Strada 1.4 Cabine Plus Endurance manual;ERRO;2023/2023;45296.0;;https://www.icarros.com.br/comprar/sorocaba-sp/fiat/strada/2023/d53512429?pos=915&hfv=true&financiamento=true;;;0.04528554342652112
SP;Osasco;Renault;Duster Duster 1.6 16V SCe Expression CVT (Flex) automático;ERRO;2017/2018;96000.0;;https://www.icarros.com.br/comprar/osasco-sp/renault/duster/2018/d53443503?pos=910&hfv=true&financiamento=true;;;0.09599015188182258
CE;Fortaleza;Mitsubishi;ASX ASX 2.0 16V CVT 4WD automático;ERRO;2015/2016;77000.0;;https://www.icarros.com.br/comprar/fortaleza-ce/mitsubishi/asx/2016/d52615278?pos=913&hfv=true&financiamento=true;;;0.07698992387908656
SP;São Paulo;Hyundai;HB20S HB20S 1.0 T-GDI Platinum (Aut) automático;ERRO;2022/2022;41000.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/hyundai/hb20s/2022/d53377923?pos=918&hfv=true&financiamento=true;;;0.04098949187390249
SP;Vinhedo;NISSAN;FRONTIER Frontier SE 4x4 2.5 16V (cab. dupla) manual;ERRO;2009/2009;204000.0;;https://www.icarros.com.br/comprar/vinhedo-sp/nissan/frontier/2009/d53554365?pos=916&hfv=true&financiamento=true;;;0.20399144789737478
PE;Petrolina;Fiat;Toro Toro 2.0 TDI Volcano 4WD (Aut) automático;ERRO;2018/2019;102121.0;;https://www.icarros.com.br/comprar/petrolina-pe/fiat/toro/2019/d53586957?pos=919&hfv=true&financiamento=true;;;0.10211122533470401
SP;São Paulo;CAOA;Chery Tiggo 5X Pro Tiggo 5X 1.5T TXS DCT manual;ERRO;2020/2021;64231.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/caoa-chery/tiggo-5x-pro/2021/d53504325?pos=921&hfv=true;;;0.06422077064924779
SC;Itajaí;Chevrolet;Tracker Tracker 1.0 Turbo LT (Aut) automático;ERRO;2023/2024;50043.0;;https://www.icarros.com.br/comprar/itajai-sc/chevrolet/tracker/2024/d53549154?pos=922&hfv=false&financiamento=true;;;0.0500326003912047
MG;Patos de Minas;Volkswagen;Nivus Nivus 1.0 200 TSI Highline automático;ERRO;2020/2021;61000.0;;https://www.icarros.com.br/comprar/patos-de-minas-mg/volkswagen/nivus/2021/d53560913?pos=924&hfv=true&financiamento=true;;;0.06098973187678252
CE;Fortaleza;Chevrolet;Tracker Tracker 1.0 Turbo LT (Aut) automático;ERRO;2023/2024;40557.0;;https://www.icarros.com.br/comprar/fortaleza-ce/chevrolet/tracker/2024/d53331882?pos=923&hfv=false&financiamento=true;;;0.04054648655783869
SP;Catanduva;Honda;HR-V HR-V EXL CVT 1.8 I-VTEC FlexOne automático;ERRO;2015/2016;107000.0;;https://www.icarros.com.br/comprar/catanduva-sp/honda/hr-v/2016/d53401873?pos=920&hfv=true;;;0.1069902838834066
SP;São José do Rio Preto;Fiat;Fastback Fastback 1.0 Turbo 200 Audace (Aut) automático;ERRO;2023/2023;49442.0;;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/fiat/fastback/2023/d53496905?pos=925&hfv=false&financiamento=true;;;0.04943159317911815
BA;Itabuna;Chevrolet;Tracker Tracker 1.2 Turbo Premier (Aut) automático;ERRO;2022/2022;12000.0;;https://www.icarros.com.br/comprar/itabuna-ba/chevrolet/tracker/2022/d53421231?pos=928&hfv=true;;;0.011989143869726437
GO;Mineiros;Chevrolet;Tracker Tracker 1.2 Turbo Premier (Aut) automático;ERRO;2020/2021;110536.0;;https://www.icarros.com.br/comprar/mineiros-go/chevrolet/tracker/2021/d52188604?pos=929&hfv=true&financiamento=true;;;0.11052632631591579
SP;Taubaté;Land;Rover Freelander Freelander 2 SE 2.2 SD4 automático;Não informado;2014/2015;146810.0;81990.0;https://www.icarros.com.br/comprar/taubate-sp/land-rover/freelander/2015/d53582396?pos=917&hfv=true&financiamento=true;Intermediário;0.11936837748783606;0.1468007616091393
SP;Sorocaba;BMW;X1 X1 2.0 sDrive20i GP ActiveFlex automático;ERRO;2016/2017;129000.0;;https://www.icarros.com.br/comprar/sorocaba-sp/bmw/x1/2017/d53465358?pos=927&hfv=true&financiamento=true;;;0.12899054788657463
SP;São Paulo;Jeep;Commander Commander 1.3 T270 Limited automático;ERRO;2023/2024;33759.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/jeep/commander/2024/d53503895?pos=930&hfv=false&financiamento=true;;;0.03374840498085977
SP;São Paulo;Jeep;Commander Commander 2.0 TD380 Limited 4WD automático;ERRO;2022/2023;11104.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/jeep/commander/2023/d53514161?pos=932&hfv=false&financiamento=true;;;0.01109313311759741
SP;Catanduva;Citroën;C3 C3 Tendance 1.5 8V (Flex) manual;ERRO;2016/2017;135000.0;;https://www.icarros.com.br/comprar/catanduva-sp/citroen/c3/2017/d53260275?pos=934&hfv=true;;;0.13499061988743866
SP;Santo André;Peugeot;308 308 Allure 2.0 16v (Flex) (Aut) automático;ERRO;2013/2014;111000.0;;https://www.icarros.com.br/comprar/santo-andre-sp/peugeot/308/2014/d52748216?pos=933&hfv=true&financiamento=true;;;0.11099033188398261
BA;Teixeira de Freitas;Ford;Ka Ka 1.0 SE manual;ERRO;2019/2020;109000.0;;https://www.icarros.com.br/comprar/teixeira-de-freitas-ba/ford/ka/2020/d53573391?pos=936&hfv=true&financiamento=true;;;0.1089903078836946
SP;Mirassol;Ford;Ka Ka 1.0 SE Plus (Flex) manual;ERRO;2017/2018;170000.0;;https://www.icarros.com.br/comprar/mirassol-sp/ford/ka/2018/d53545194?pos=935&hfv=true;;;0.1699910398924787
CE;Juazeiro do Norte;Chevrolet;Tracker Tracker 1.2 Turbo Premier (Aut) automático;ERRO;2023/2024;48449.0;;https://www.icarros.com.br/comprar/juazeiro-do-norte-ce/chevrolet/tracker/2024/d53476660?pos=926&hfv=false&financiamento=true;;;0.04843858126297516
RJ;Mesquita;Toyota;SW4 SW4 2.7 SRV 7L 4x2 (Aut) (Flex) automático;ERRO;2018/2019;200.0;;https://www.icarros.com.br/comprar/mesquita-rj/toyota/sw4/2019/d53557135?pos=931&hfv=true&financiamento=true;;;0.00018900226802721632
RJ;São João de Meriti;Volkswagen;Fox Fox 1.6 16v MSI Pepper (Flex) manual;ERRO;2017/2018;200.0;;https://www.icarros.com.br/comprar/sao-joao-de-meriti-rj/volkswagen/fox/2018/d53583377?pos=940&hfv=true&financiamento=true;;;0.00018900226802721632
PR;Curitiba;Toyota;Corolla Corolla Sedan SEG 1.8 16V (aut) automático;ERRO;2008/2009;201000.0;;https://www.icarros.com.br/comprar/curitiba-pr/toyota/corolla/2009/d53494560?pos=938&hfv=true&financiamento=true;;;0.20099141189694275
SP;Barueri;Renault;Duster Duster 1.6 16V Dynamique (Flex) manual;ERRO;2016/2017;143829.0;;https://www.icarros.com.br/comprar/barueri-sp/renault/duster/2017/d52530066?pos=941&hfv=true&financiamento=true;;;0.14381972583671004
SP;Sorocaba;Ford;Ka Ka 1.5 SE Plus manual;ERRO;2019/2020;98000.0;;https://www.icarros.com.br/comprar/sorocaba-sp/ford/ka/2020/d53530125?pos=937&hfv=true&financiamento=true;;;0.09799017588211059
PR;São José dos Pinhais;Fiat;Argo Argo 1.0 manual;ERRO;2021/2022;105000.0;;https://www.icarros.com.br/comprar/sao-jose-dos-pinhais-pr/fiat/argo/2022/d53241910?pos=942&hfv=true&financiamento=true;;;0.1049902598831186
RJ;Rio de Janeiro;Kia;Cerato Cerato SX 1.6 (Aut) (Flex) E.395 automático;ERRO;2017/2018;67000.0;;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/kia/cerato/2018/d53545477?pos=945&hfv=true&financiamento=true;;;0.06698980387764653
RS;Porto Alegre;Renault;Sandero Sandero 1.6 Zen manual;Não informado;2019/2020;81432.0;57900.0;https://www.icarros.com.br/comprar/porto-alegre-rs/renault/sandero/2020/d53273817?pos=939&hfv=true;Popular;0.07676144895392828;0.08142197706372477
RS;Pelotas;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;28459.0;64090.0;https://www.icarros.com.br/comprar/pelotas-rs/fiat/mobi/2025/d53539704?pos=944&hfv=false&financiamento=true;Popular;0.08770943100560487;0.02844834138009656
PR;Curitiba;Mercedes-Benz;Classe C Sedã C 180 CGI Coupe automático;ERRO;2011/2012;111111.0;;https://www.icarros.com.br/comprar/curitiba-pr/mercedes-benz/classe-c-seda/2012/d53559546?pos=948&hfv=true&financiamento=true;;;0.11110133321599859
RJ;Barra Mansa;Fiat;Cronos Cronos Precision 1.8 E.Torq AT6 (Flex) automático;Não informado;2018/2019;81080.0;68890.0;https://www.icarros.com.br/comprar/barra-mansa-rj/fiat/cronos/2019/d53512790?pos=946&hfv=true&financiamento=true;Popular;0.0961989809002814;0.08106997283967407
SP;Sorocaba;Ford;Ka Ka 1.5 SE Plus (Aut) automático;ERRO;2019/2020;101120.0;;https://www.icarros.com.br/comprar/sorocaba-sp/ford/ka/2020/d53437797?pos=943&hfv=true&financiamento=true;;;0.10111021332255987
SP;São José do Rio Preto;Fiat;Argo Argo 1.0 Drive manual;ERRO;2024/2024;46010.0;;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/fiat/argo/2024/d53552201?pos=949&hfv=false&financiamento=true;;;0.04599955199462394
SP;São Paulo;Peugeot;2008 2008 Crossway 1.6 16V (Aut) (Flex) automático;Não informado;2018/2019;86638.0;68990.0;https://www.icarros.com.br/comprar/sao-paulo-sp/peugeot/2008/2019/d53575644?pos=947&hfv=true&financiamento=true;Popular;0.09637584652308716;0.08662803953647444
PA;Belém;Hyundai;HB20 HB20 1.0 Comfort manual;Não informado;2023/2024;41000.0;75900.0;https://www.icarros.com.br/comprar/belem-pa/hyundai/hb20/2024/d53494057?pos=952&hfv=true&financiamento=true;Intermediário;0.10859726105896524;0.04098949187390249
PR;Curitiba;Jeep;Renegade Renegade 1.8 (Aut) automático;Não informado;2020/2020;91650.0;74990.0;https://www.icarros.com.br/comprar/curitiba-pr/jeep/renegade/2020/d53523564?pos=951&hfv=true&financiamento=true;Intermediário;0.1069877838914328;0.09164009968119617
PR;Campo Largo;Renault;Captur Captur Intense 1.6 16v SCe X-Tronic automático;Não informado;2017/2018;77800.0;72900.0;https://www.icarros.com.br/comprar/campo-largo-pr/renault/captur/2018/d53485430?pos=950&hfv=true&financiamento=true;Intermediário;0.1032912923747924;0.07778993347920175
RJ;Rio de Janeiro;Toyota;Corolla Corolla Sedan 2.0 Dual VVT-i Flex XEi Multi-Drive S automático;Não informado;2016/2016;79000.0;79900.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/toyota/corolla/2016/d53571717?pos=953&hfv=true&financiamento=true;Intermediário;0.11567188597119567;0.07898994787937455
SP;Guarulhos;Honda;CR-V CR-V LX 2.0 16v Flexone (Aut) automático;Não informado;2013/2013;111064.0;79990.0;https://www.icarros.com.br/comprar/guarulhos-sp/honda/cr-v/2013/d53537358?pos=954&hfv=true&financiamento=true;Intermediário;0.11583106503172085;0.11105433265199183
BA;Barreiras;Fiat;Cronos Cronos 1.3 Drive manual;Não informado;2023/2024;32082.0;84190.0;https://www.icarros.com.br/comprar/barreiras-ba/fiat/cronos/2024/d53366340?pos=956&hfv=false&financiamento=true;Intermediário;0.1232594211895628;0.03207138485661828
RJ;Rio de Janeiro;Fiat;Argo Argo 1.0 manual;Não informado;2024/2025;23153.0;81290.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/fiat/argo/2025/d53416436?pos=955&hfv=false&financiamento=true;Intermediário;0.11813031812819574;0.023142277707332487
SP;São Bernardo do Campo;Chevrolet;Tracker Tracker Premier 1.4 16V Ecotec (Flex) (Aut) automático;Não informado;2018/2018;41000.0;94900.0;https://www.icarros.com.br/comprar/sao-bernardo-do-campo-sp/chevrolet/tracker/2018/d53497943?pos=960&hfv=true&financiamento=true;Intermediário;0.1422017293920598;0.04098949187390249
SP;Araraquara;Volkswagen;Virtus Virtus 200 TSI Comfortline (Flex) (Aut) automático;Não informado;2020/2020;115000.0;85000.0;https://www.icarros.com.br/comprar/araraquara-sp/volkswagen/virtus/2020/d52813767?pos=957&hfv=true&financiamento=true;Intermediário;0.12469203273428947;0.11499037988455861
SP;Sorocaba;Fiat;Strada Strada 1.3 Cabine Plus Endurance manual;Não informado;2024/2024;12367.0;87990.0;https://www.icarros.com.br/comprar/sorocaba-sp/fiat/strada/2024/d53554948?pos=958&hfv=true&financiamento=true;Intermediário;0.12998031485618172;0.012356148273779285
PR;Curitiba;Chevrolet;Onix Plus Onix Plus 1.0 Turbo LT (Aut) automático;Não informado;2023/2024;25528.0;91890.0;https://www.icarros.com.br/comprar/curitiba-pr/chevrolet/onix-plus/2024/d53438727?pos=959&hfv=false&financiamento=true;Intermediário;0.1368780741456064;0.025517306207674492
RS;Passo Fundo;Fiat;Strada Strada Cabine Dupla Freedom manual;Não informado;2021/2021;54937.0;96900.0;https://www.icarros.com.br/comprar/passo-fundo-rs/fiat/strada/2021/d53499264?pos=962&hfv=true&financiamento=true;Intermediário;0.14573904184817502;0.05492665911990944
SP;Bragança Paulista;Jeep;Compass Compass 2.0 Longitude (Aut) (Flex) automático;Não informado;2018/2018;79967.0;95990.0;https://www.icarros.com.br/comprar/braganca-paulista-sp/jeep/compass/2018/d53038188?pos=961&hfv=true;Intermediário;0.14412956468064259;0.0799569594835138
SP;São Paulo;Peugeot;2008 2008 1.6 THP Griffe (Aut) automático;Não informado;2023/2023;83909.0;96990.0;https://www.icarros.com.br/comprar/sao-paulo-sp/peugeot/2008/2023/d53578566?pos=963&hfv=true&financiamento=true;Intermediário;0.1458982209087002;0.08389900678808146
PA;Belém;Citroën;C4 Cactus C4 Cactus 1.6 Feel Pack (Aut) automático;Não informado;2023/2024;17439.0;100790.0;https://www.icarros.com.br/comprar/belem-pa/citroen/c4-cactus/2024/d53445798?pos=964&hfv=false&financiamento=true;Intermediário;0.1526191145753191;0.017428209138509662
MG;Juiz de Fora;Volkswagen;Polo Polo 1.0 170 TSI Highline (Aut) automático;Não informado;2023/2023;28397.0;100990.0;https://www.icarros.com.br/comprar/juiz-de-fora-mg/volkswagen/polo/2023/d53485298?pos=965&hfv=true&financiamento=true;Intermediário;0.15297284582093063;0.028386340636087633
SP;São Paulo;Jeep;Compass Compass 2.0 TDI Trailhawk 4WD (Aut) automático;Não informado;2017/2018;78000.0;108890.0;https://www.icarros.com.br/comprar/sao-paulo-sp/jeep/compass/2018/d53145786?pos=968&hfv=true&financiamento=true;Intermediário;0.16694523002258574;0.07798993587923055
SP;São Paulo;Volkswagen;T-Cross T-Cross 1.4 250 TSI Highline (Aut) automático;ERRO;2021/2021;80952.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2021/d53505677?pos=966&hfv=false&financiamento=true;;;0.08094197130365564
SP;São Paulo;Volkswagen;T-Cross T-Cross 1.4 250 TSI Highline (Aut) automático;ERRO;2021/2021;80952.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/t-cross/2021/d53505683?pos=967&hfv=false&financiamento=true;;;0.08094197130365564
SP;Jundiaí;Volkswagen;T-Cross T-Cross 1.0 200 TSI (Aut) automático;ERRO;2023/2023;18000.0;;https://www.icarros.com.br/comprar/jundiai-sp/volkswagen/t-cross/2023/d53487581?pos=969&hfv=true&financiamento=true;;;0.017989215870590446
MG;Uberlândia;NISSAN;Kicks Kicks 1.6 Sense CVT automático;ERRO;2024/2024;24353.0;;https://www.icarros.com.br/comprar/uberlandia-mg/nissan/kicks/2024/d53382699?pos=970&hfv=false&financiamento=true;;;0.02434229210750529
SP;Sorocaba;Jeep;Compass Compass 1.3 T270 Longitude automático;ERRO;2022/2022;50224.0;;https://www.icarros.com.br/comprar/sorocaba-sp/jeep/compass/2022/d53495853?pos=971&hfv=false&financiamento=true;;;0.05021360256323076
SP;São José do Rio Preto;Jeep;Compass Compass 2.0 TD350 Longitude 4WD automático;ERRO;2021/2022;36000.0;;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/jeep/compass/2022/d53464856?pos=974&hfv=true&financiamento=true;;;0.03598943187318248
SP;São Paulo;Jeep;Compass Compass 1.3 T270 Longitude automático;ERRO;2023/2023;56348.0;;https://www.icarros.com.br/comprar/sao-paulo-sp/jeep/compass/2023/d53501843?pos=973&hfv=false&financiamento=true;;;0.05633767605211262
SP;Campinas;Jeep;Compass Compass 1.3 T270 Longitude automático;Não informado;2021/2022;42720.0;134990.0;https://www.icarros.com.br/comprar/campinas-sp/jeep/compass/2022/d53505506?pos=972&hfv=true&financiamento=true;Premium;0.21310715757488932;0.04270951251415017
GO;Goiânia;Volkswagen;Nivus Nivus 1.0 200 TSI Highline (Aut) automático;ERRO;2025/2025;3151.0;;https://www.icarros.com.br/comprar/goiania-go/volkswagen/nivus/2025/d52992916?pos=975&hfv=true&financiamento=true;;;0.0031400376804521656
SP;Barueri;Jeep;Compass Compass 1.3 T270 Longitude automático;ERRO;2023/2023;26587.0;;https://www.icarros.com.br/comprar/barueri-sp/jeep/compass/2023/d53509872?pos=977&hfv=false&financiamento=true;;;0.02657631891582699
RJ;Rio das Ostras;Jeep;Compass Compass 2.0 TD350 Trailhawk 4WD automático;ERRO;2021/2022;200.0;;https://www.icarros.com.br/comprar/rio-das-ostras-rj/jeep/compass/2022/d53279826?pos=976&hfv=true&financiamento=true;;;0.00018900226802721632
PR;Curitiba;Volvo;XC60 XC60 2.0 D5 Momentum 4WD automático;ERRO;2019/2020;73856.0;;https://www.icarros.com.br/comprar/curitiba-pr/volvo/xc60/2020/d53500423?pos=979&hfv=true&financiamento=true;;;0.07384588615063381
PR;Londrina;Fiat;Palio Weekend Palio Weekend Trekking 1.6 16V (Flex) manual;ERRO;2012/2013;191000.0;;https://www.icarros.com.br/comprar/londrina-pr/fiat/palio-weekend/2013/d53585490?pos=982&hfv=true&financiamento=true;;;0.19099129189550273
SP;Ribeirão Preto;Toyota;SW4 SW4 2.8 TDI SRX Platinum 7L 4x4 4wd (Aut) automático;ERRO;2025/2025;3900.0;;https://www.icarros.com.br/comprar/ribeirao-preto-sp/toyota/sw4/2025/d53570190?pos=980&hfv=true&financiamento=true;;;0.0038890466685600226
MG;Contagem;Renault;Sandero Sandero Expression 1.0 12V SCe (Flex) manual;ERRO;2016/2017;167000.0;;https://www.icarros.com.br/comprar/contagem-mg/renault/sandero/2017/d53584840?pos=983&hfv=true&financiamento=true;;;0.1669910038920467
SP;Bauru;Hyundai;Tucson Tucson GLS 2.0 16V (aut) automático;ERRO;2011/2012;129000.0;;https://www.icarros.com.br/comprar/bauru-sp/hyundai/tucson/2012/d51667077?pos=984&hfv=true&financiamento=true;;;0.12899054788657463
SP;Catanduva;Peugeot;208 208 Allure 1.2 12V (Flex) manual;ERRO;2016/2017;140000.0;;https://www.icarros.com.br/comprar/catanduva-sp/peugeot/208/2017/d53174840?pos=986&hfv=true&financiamento=true;;;0.13999067988815866
